 0 0 60
  4.000000D+01  3.014266D-02
  4.500000D+01  2.812043D-02
  5.000000D+01  2.675667D-02
  8.000000D+01  2.273000D-02
  9.000000D+01  2.202000D-02
  1.000000D+02  2.113000D-02
  2.000000D+02  1.351000D-02
  3.000000D+02  9.660000D-03
  4.000000D+02  7.490000D-03
  5.000000D+02  6.110000D-03
  1.000000D+03  3.180000D-03
 
 0 8 26
  1.315300D+01  0.000000D+00
  1.400000D+01  7.011125D-04
  1.500000D+01  4.559997D-03
  1.600000D+01  1.106503D-02
  1.700000D+01  1.802820D-02
  1.800000D+01  2.368347D-02
  1.900000D+01  2.668878D-02
  2.000000D+01  2.737786D-02
  2.100000D+01  2.702668D-02
  2.200000D+01  2.625962D-02
  2.300000D+01  2.518963D-02
  2.400000D+01  2.391651D-02
  2.500000D+01  2.254007D-02
  3.000000D+01  1.682388D-02
  3.500000D+01  1.391633D-02
  4.000000D+01  1.275739D-02
  4.500000D+01  1.224269D-02
  5.000000D+01  1.179024D-02
  8.000000D+01  1.073000D-02
  9.000000D+01  1.032000D-02
  1.000000D+02  9.850000D-03
  2.000000D+02  6.190000D-03
  3.000000D+02  4.410000D-03
  4.000000D+02  3.410000D-03
  5.000000D+02  2.780000D-03
  1.000000D+03  1.440000D-03
 
 0 9 26
  1.317200D+01  0.000000D+00
  1.400000D+01  7.120779D-04
  1.500000D+01  4.727955D-03
  1.600000D+01  1.206962D-02
  1.700000D+01  1.976543D-02
  1.800000D+01  2.582944D-02
  1.900000D+01  3.028532D-02
  2.000000D+01  3.335138D-02
  2.100000D+01  3.524594D-02
  2.200000D+01  3.618731D-02
  2.300000D+01  3.639379D-02
  2.400000D+01  3.605964D-02
  2.500000D+01  3.530776D-02
  3.000000D+01  2.911001D-02
  3.500000D+01  2.466740D-02
  4.000000D+01  2.130092D-02
  4.500000D+01  1.887194D-02
  5.000000D+01  1.759817D-02
  8.000000D+01  1.546000D-02
  9.000000D+01  1.482000D-02
  1.000000D+02  1.412000D-02
  2.000000D+02  8.810000D-03
  3.000000D+02  6.260000D-03
  4.000000D+02  4.840000D-03
  5.000000D+02  3.940000D-03
  1.000000D+03  2.040000D-03
 
 0 10 26
  1.327300D+01  0.000000D+00
  1.400000D+01  2.007521D-03
  1.500000D+01  7.010377D-03
  1.600000D+01  1.086723D-02
  1.700000D+01  1.455631D-02
  1.800000D+01  1.754474D-02
  1.900000D+01  1.770719D-02
  2.000000D+01  1.726327D-02
  2.100000D+01  1.685565D-02
  2.200000D+01  1.654052D-02
  2.300000D+01  1.630233D-02
  2.400000D+01  1.612555D-02
  2.500000D+01  1.599465D-02
  3.000000D+01  1.554982D-02
  3.500000D+01  1.510887D-02
  4.000000D+01  1.470762D-02
  4.500000D+01  1.436964D-02
  5.000000D+01  1.408157D-02
  8.000000D+01  1.274000D-02
  9.000000D+01  1.223000D-02
  1.000000D+02  1.166000D-02
  2.000000D+02  7.290000D-03
  3.000000D+02  5.190000D-03
  4.000000D+02  4.010000D-03
  5.000000D+02  3.270000D-03
  1.000000D+03  1.690000D-03
 
 0 11 26
  1.328300D+01  0.000000D+00
  1.400000D+01  6.743806D-04
  1.500000D+01  2.412584D-03
  1.600000D+01  4.734533D-03
  1.700000D+01  1.005745D-02
  1.800000D+01  1.821636D-02
  1.900000D+01  2.543583D-02
  2.000000D+01  2.880844D-02
  2.100000D+01  2.801072D-02
  2.200000D+01  2.525733D-02
  2.300000D+01  2.247042D-02
  2.400000D+01  2.087227D-02
  2.500000D+01  2.000220D-02
  3.000000D+01  1.589498D-02
  3.500000D+01  1.221933D-02
  4.000000D+01  1.000000D-02
  4.500000D+01  9.271264D-03
  5.000000D+01  9.094276D-03
  8.000000D+01  8.130000D-03
  9.000000D+01  7.710000D-03
  1.000000D+02  7.280000D-03
  2.000000D+02  4.420000D-03
  3.000000D+02  3.120000D-03
  4.000000D+02  2.410000D-03
  5.000000D+02  1.960000D-03
  1.000000D+03  1.010000D-03
 
 0 12 26
  1.330200D+01  0.000000D+00
  1.400000D+01  6.929125D-04
  1.500000D+01  2.940277D-03
  1.600000D+01  6.582657D-03
  1.700000D+01  1.403783D-02
  1.800000D+01  2.447536D-02
  1.900000D+01  3.125502D-02
  2.000000D+01  3.215238D-02
  2.100000D+01  3.216043D-02
  2.200000D+01  3.215024D-02
  2.300000D+01  3.176558D-02
  2.400000D+01  3.081174D-02
  2.500000D+01  2.958000D-02
  3.000000D+01  2.436789D-02
  3.500000D+01  2.041357D-02
  4.000000D+01  1.750490D-02
  4.500000D+01  1.556310D-02
  5.000000D+01  1.437723D-02
  8.000000D+01  1.113000D-02
  9.000000D+01  1.030000D-02
  1.000000D+02  9.570000D-03
  2.000000D+02  5.440000D-03
  3.000000D+02  3.780000D-03
  4.000000D+02  2.890000D-03
  5.000000D+02  2.340000D-03
  1.000000D+03  1.200000D-03
 
 0 13 26
  1.332800D+01  0.000000D+00
  1.400000D+01  3.978971D-04
  1.500000D+01  2.104246D-03
  1.600000D+01  4.562633D-03
  1.700000D+01  7.258722D-03
  1.800000D+01  1.006862D-02
  1.900000D+01  1.332168D-02
  2.000000D+01  1.529849D-02
  2.100000D+01  1.560001D-02
  2.200000D+01  1.538275D-02
  2.300000D+01  1.489428D-02
  2.400000D+01  1.425867D-02
  2.500000D+01  1.360000D-02
  3.000000D+01  1.147234D-02
  3.500000D+01  1.028139D-02
  4.000000D+01  9.008108D-03
  4.500000D+01  8.102393D-03
  5.000000D+01  7.562805D-03
  8.000000D+01  6.840000D-03
  9.000000D+01  6.680000D-03
  1.000000D+02  6.440000D-03
  2.000000D+02  4.190000D-03
  3.000000D+02  3.010000D-03
  4.000000D+02  2.340000D-03
  5.000000D+02  1.910000D-03
  1.000000D+03  9.933210D-04
 
 0 14 26
  1.348000D+01  0.000000D+00
  1.400000D+01  1.604090D-03
  1.500000D+01  7.272488D-03
  1.600000D+01  1.474013D-02
  1.700000D+01  2.510633D-02
  1.800000D+01  3.876606D-02
  1.900000D+01  5.059534D-02
  2.000000D+01  4.889453D-02
  2.100000D+01  4.718934D-02
  2.200000D+01  4.625462D-02
  2.300000D+01  4.551927D-02
  2.400000D+01  4.480999D-02
  2.500000D+01  4.406055D-02
  3.000000D+01  3.914478D-02
  3.500000D+01  3.466530D-02
  4.000000D+01  3.252133D-02
  4.500000D+01  3.197993D-02
  5.000000D+01  3.183589D-02
  8.000000D+01  2.800000D-02
  9.000000D+01  2.623000D-02
  1.000000D+02  2.458000D-02
  2.000000D+02  1.447000D-02
  3.000000D+02  1.014000D-02
  4.000000D+02  7.790000D-03
  5.000000D+02  6.320000D-03
  1.000000D+03  3.250000D-03
 
 0 15 22
  1.384000D+01  0.000000D+00
  1.400000D+01  3.000000D-03
  1.500000D+01  2.050000D-02
  1.600000D+01  3.800000D-02
  1.800000D+01  6.000000D-02
  1.900000D+01  6.500000D-02
  2.000000D+01  6.600000D-02
  2.200000D+01  6.400000D-02
  2.500000D+01  5.600000D-02
  3.000000D+01  3.900000D-02
  3.500000D+01  2.650000D-02
  4.000000D+01  1.930000D-02
  5.000000D+01  1.150000D-02
  6.000000D+01  7.500000D-03
  8.000000D+01  3.850000D-03
  1.000000D+02  2.250000D-03
  1.500000D+02  8.900000D-04
  2.000000D+02  4.500000D-04
  3.000000D+02  1.750000D-04
  3.800000D+02  1.000000D-04
  5.000000D+02  0.000000D+00
  1.000000D+03  0.000000D+00
 
 0 16 22
  1.390000D+01  0.000000D+00
  1.400000D+01  1.500000D-03
  1.500000D+01  1.600000D-02
  1.600000D+01  3.000000D-02
  1.800000D+01  4.750000D-02
  1.900000D+01  5.100000D-02
  2.000000D+01  5.240000D-02
  2.200000D+01  5.200000D-02
  2.500000D+01  4.750000D-02
  3.000000D+01  3.600000D-02
  3.500000D+01  2.450000D-02
  4.000000D+01  1.760000D-02
  5.000000D+01  1.000000D-02
  6.000000D+01  6.400000D-03
  8.000000D+01  3.100000D-03
  1.000000D+02  1.770000D-03
  1.500000D+02  6.500000D-04
  2.000000D+02  3.150000D-04
  3.000000D+02  1.130000D-04
  3.150000D+02  1.000000D-04
  5.000000D+02  0.000000D+00
  1.000000D+03  0.000000D+00
 
 0 17 22
  1.398000D+01  0.000000D+00
  1.400000D+01  8.000000D-04
  1.500000D+01  1.400000D-02
  1.600000D+01  2.750000D-02
  1.800000D+01  4.700000D-02
  1.900000D+01  5.000000D-02
  2.000000D+01  5.080000D-02
  2.200000D+01  4.900000D-02
  2.500000D+01  4.200000D-02
  3.000000D+01  2.800000D-02
  3.500000D+01  1.850000D-02
  4.000000D+01  1.290000D-02
  5.000000D+01  7.000000D-03
  6.000000D+01  4.300000D-03
  8.000000D+01  1.970000D-03
  1.000000D+02  1.100000D-03
  1.500000D+02  3.700000D-04
  2.000000D+02  1.700000D-04
  2.420000D+02  1.000000D-04
  3.000000D+02  0.000000D+00
  5.000000D+02  0.000000D+00
  1.000000D+03  0.000000D+00
 
 0 18 22
  1.401000D+01  0.000000D+00
  1.500000D+01  8.300000D-03
  1.600000D+01  1.430000D-02
  1.800000D+01  2.030000D-02
  1.900000D+01  2.130000D-02
  2.000000D+01  2.160000D-02
  2.200000D+01  2.140000D-02
  2.500000D+01  2.030000D-02
  3.000000D+01  1.680000D-02
  3.500000D+01  1.300000D-02
  4.000000D+01  1.050000D-02
  5.000000D+01  7.200000D-03
  6.000000D+01  5.400000D-03
  8.000000D+01  3.340000D-03
  1.000000D+02  2.300000D-03
  1.500000D+02  1.180000D-03
  2.000000D+02  7.300000D-04
  3.000000D+02  3.750000D-04
  5.000000D+02  1.600000D-04
  6.600000D+02  1.000000D-04
  8.000000D+02  0.000000D+00
  1.000000D+03  0.000000D+00
 
 0 19 24
  1.406000D+01  0.000000D+00
  1.500000D+01  1.050000D-02
  1.600000D+01  2.200000D-02
  1.700000D+01  2.830000D-02
  1.800000D+01  3.150000D-02
  1.900000D+01  3.280000D-02
  2.000000D+01  3.320000D-02
  2.100000D+01  3.260000D-02
  2.200000D+01  3.150000D-02
  2.500000D+01  2.600000D-02
  3.000000D+01  1.930000D-02
  3.500000D+01  1.520000D-02
  4.000000D+01  1.230000D-02
  5.000000D+01  8.600000D-03
  6.000000D+01  6.400000D-03
  8.000000D+01  4.050000D-03
  1.000000D+02  2.800000D-03
  1.500000D+02  1.460000D-03
  2.000000D+02  9.100000D-04
  3.000000D+02  4.750000D-04
  5.000000D+02  2.050000D-04
  7.800000D+02  1.000000D-04
  8.000000D+02  0.000000D+00
  1.000000D+03  0.000000D+00
 
 0 20 20
  1.409000D+01  0.000000D+00
  1.500000D+01  2.200000D-03
  1.600000D+01  5.000000D-03
  1.800000D+01  9.500000D-03
  2.000000D+01  1.230000D-02
  2.200000D+01  1.420000D-02
  2.500000D+01  1.640000D-02
  3.000000D+01  1.910000D-02
  3.500000D+01  2.080000D-02
  4.000000D+01  2.220000D-02
  5.000000D+01  2.390000D-02
  6.000000D+01  2.450000D-02
  8.000000D+01  2.430000D-02
  1.000000D+02  2.300000D-02
  1.500000D+02  2.000000D-02
  2.000000D+02  1.750000D-02
  3.000000D+02  1.400000D-02
  5.000000D+02  1.020000D-02
  8.000000D+02  7.500000D-03
  1.000000D+03  6.400000D-03
 
 0 21 20
  1.415000D+01  0.000000D+00
  1.500000D+01  4.000000D-03
  1.600000D+01  9.000000D-03
  1.800000D+01  1.750000D-02
  2.000000D+01  2.300000D-02
  2.200000D+01  2.700000D-02
  2.500000D+01  3.150000D-02
  3.000000D+01  3.620000D-02
  3.500000D+01  4.000000D-02
  4.000000D+01  4.250000D-02
  5.000000D+01  4.550000D-02
  6.000000D+01  4.600000D-02
  8.000000D+01  4.500000D-02
  1.000000D+02  4.300000D-02
  1.500000D+02  3.670000D-02
  2.000000D+02  3.160000D-02
  3.000000D+02  2.500000D-02
  5.000000D+02  1.800000D-02
  8.000000D+02  1.300000D-02
  1.000000D+03  1.100000D-02
 
 0 22 22
  1.421000D+01  0.000000D+00
  1.500000D+01  4.500000D-03
  1.600000D+01  1.100000D-02
  1.800000D+01  2.100000D-02
  1.900000D+01  2.350000D-02
  2.000000D+01  2.480000D-02
  2.100000D+01  2.500000D-02
  2.200000D+01  2.470000D-02
  2.500000D+01  2.250000D-02
  3.000000D+01  1.700000D-02
  3.500000D+01  1.220000D-02
  4.000000D+01  9.400000D-03
  5.000000D+01  5.950000D-03
  6.000000D+01  4.150000D-03
  8.000000D+01  2.330000D-03
  1.000000D+02  1.480000D-03
  1.500000D+02  6.600000D-04
  2.000000D+02  3.700000D-04
  3.000000D+02  1.630000D-04
  3.850000D+02  1.000000D-04
  5.000000D+02  0.000000D+00
  1.000000D+03  0.000000D+00
 
 0 23 21
  1.423000D+01  0.000000D+00
  1.500000D+01  4.000000D-03
  1.600000D+01  9.600000D-03
  1.800000D+01  1.900000D-02
  1.900000D+01  2.280000D-02
  2.000000D+01  2.550000D-02
  2.200000D+01  2.850000D-02
  2.500000D+01  3.100000D-02
  3.000000D+01  3.100000D-02
  3.500000D+01  2.900000D-02
  4.000000D+01  2.650000D-02
  5.000000D+01  2.150000D-02
  6.000000D+01  1.800000D-02
  8.000000D+01  1.380000D-02
  1.000000D+02  1.100000D-02
  1.500000D+02  7.600000D-03
  2.000000D+02  5.800000D-03
  3.000000D+02  3.950000D-03
  5.000000D+02  2.420000D-03
  8.000000D+02  1.570000D-03
  1.000000D+03  1.270000D-03
 
 0 24 20
  1.430000D+01  0.000000D+00
  1.500000D+01  3.200000D-03
  1.600000D+01  7.300000D-03
  1.800000D+01  1.450000D-02
  2.000000D+01  1.990000D-02
  2.200000D+01  2.400000D-02
  2.500000D+01  2.900000D-02
  3.000000D+01  3.550000D-02
  3.500000D+01  4.050000D-02
  4.000000D+01  4.400000D-02
  5.000000D+01  4.800000D-02
  6.000000D+01  4.950000D-02
  8.000000D+01  4.950000D-02
  1.000000D+02  4.770000D-02
  1.500000D+02  3.950000D-02
  2.000000D+02  3.300000D-02
  3.000000D+02  2.600000D-02
  5.000000D+02  1.920000D-02
  8.000000D+02  1.470000D-02
  1.000000D+03  1.290000D-02
 
 0 25 25
  1.446400D+01  0.000000D+00
  1.500000D+01  1.542955D-03
  1.600000D+01  6.241710D-03
  1.700000D+01  9.519665D-03
  1.800000D+01  1.156745D-02
  1.900000D+01  1.264901D-02
  2.000000D+01  1.302825D-02
  2.100000D+01  1.296910D-02
  2.200000D+01  1.269545D-02
  2.300000D+01  1.227100D-02
  2.400000D+01  1.171941D-02
  2.500000D+01  1.106432D-02
  3.000000D+01  7.064605D-03
  3.500000D+01  3.975916D-03
  4.000000D+01  2.801550D-03
  4.500000D+01  2.236369D-03
  5.000000D+01  1.810561D-03
  8.000000D+01  1.100000D-03
  9.000000D+01  1.050000D-03
  1.000000D+02  9.988360D-04
  2.000000D+02  6.149010D-04
  3.000000D+02  4.356610D-04
  4.000000D+02  3.364290D-04
  5.000000D+02  2.738140D-04
  1.000000D+03  1.416640D-04
 
 0 26 25
  1.449900D+01  0.000000D+00
  1.500000D+01  4.604365D-04
  1.600000D+01  3.662966D-03
  1.700000D+01  8.864803D-03
  1.800000D+01  1.481446D-02
  1.900000D+01  2.026045D-02
  2.000000D+01  2.395129D-02
  2.100000D+01  2.489533D-02
  2.200000D+01  2.353784D-02
  2.300000D+01  2.081798D-02
  2.400000D+01  1.767540D-02
  2.500000D+01  1.493607D-02
  3.000000D+01  7.788128D-03
  3.500000D+01  4.943732D-03
  4.000000D+01  3.715308D-03
  4.500000D+01  3.274116D-03
  5.000000D+01  3.139457D-03
  8.000000D+01  2.340000D-03
  9.000000D+01  2.160000D-03
  1.000000D+02  2.000000D-03
  2.000000D+02  1.120000D-03
  3.000000D+02  7.756760D-04
  4.000000D+02  5.921500D-04
  5.000000D+02  4.787480D-04
  1.000000D+03  2.445490D-04
 
 0 27 25
  1.450600D+01  0.000000D+00
  1.500000D+01  4.356266D-03
  1.600000D+01  1.617289D-02
  1.700000D+01  2.351285D-02
  1.800000D+01  2.722938D-02
  1.900000D+01  2.819556D-02
  2.000000D+01  2.728445D-02
  2.100000D+01  2.536911D-02
  2.200000D+01  2.331147D-02
  2.300000D+01  2.158178D-02
  2.400000D+01  2.016404D-02
  2.500000D+01  1.901192D-02
  3.000000D+01  1.561933D-02
  3.500000D+01  1.342554D-02
  4.000000D+01  1.174852D-02
  4.500000D+01  1.044230D-02
  5.000000D+01  9.420061D-03
  8.000000D+01  7.100000D-03
  9.000000D+01  6.840000D-03
  1.000000D+02  6.540000D-03
  2.000000D+02  4.130000D-03
  3.000000D+02  2.940000D-03
  4.000000D+02  2.280000D-03
  5.000000D+02  1.860000D-03
  1.000000D+03  9.636250D-04
 
 0 28 25
  1.452500D+01  0.000000D+00
  1.500000D+01  1.853305D-04
  1.600000D+01  1.421391D-03
  1.700000D+01  3.045223D-03
  1.800000D+01  4.688188D-03
  1.900000D+01  6.247583D-03
  2.000000D+01  7.622235D-03
  2.100000D+01  8.710968D-03
  2.200000D+01  9.412610D-03
  2.300000D+01  9.640587D-03
  2.400000D+01  9.453620D-03
  2.500000D+01  8.993716D-03
  3.000000D+01  6.419587D-03
  3.500000D+01  5.025642D-03
  4.000000D+01  4.385464D-03
  4.500000D+01  4.061826D-03
  5.000000D+01  3.896977D-03
  8.000000D+01  3.560000D-03
  9.000000D+01  3.400000D-03
  1.000000D+02  3.230000D-03
  2.000000D+02  2.000000D-03
  3.000000D+02  1.420000D-03
  4.000000D+02  1.100000D-03
  5.000000D+02  8.917550D-04
  1.000000D+03  4.616250D-04
 
 0 29 25
  1.452900D+01  0.000000D+00
  1.500000D+01  4.656599D-04
  1.600000D+01  3.393915D-03
  1.700000D+01  6.447177D-03
  1.800000D+01  8.479170D-03
  1.900000D+01  9.971334D-03
  2.000000D+01  1.116933D-02
  2.100000D+01  1.203720D-02
  2.200000D+01  1.256928D-02
  2.300000D+01  1.280775D-02
  2.400000D+01  1.279736D-02
  2.500000D+01  1.258284D-02
  3.000000D+01  1.000200D-02
  3.500000D+01  7.425296D-03
  4.000000D+01  5.722985D-03
  4.500000D+01  4.905811D-03
  5.000000D+01  4.602711D-03
  8.000000D+01  3.940000D-03
  9.000000D+01  3.730000D-03
  1.000000D+02  3.520000D-03
  2.000000D+02  2.130000D-03
  3.000000D+02  1.500000D-03
  4.000000D+02  1.160000D-03
  5.000000D+02  9.417230D-04
  1.000000D+03  4.861520D-04
 
 0 30 25
  1.456400D+01  0.000000D+00
  1.500000D+01  1.979824D-05
  1.600000D+01  2.272483D-04
  1.700000D+01  6.898764D-04
  1.800000D+01  1.444005D-03
  1.900000D+01  2.525958D-03
  2.000000D+01  3.972056D-03
  2.100000D+01  5.796617D-03
  2.200000D+01  7.673807D-03
  2.300000D+01  9.031920D-03
  2.400000D+01  9.688381D-03
  2.500000D+01  9.807544D-03
  3.000000D+01  8.031849D-03
  3.500000D+01  7.484686D-03
  4.000000D+01  7.252241D-03
  4.500000D+01  7.049263D-03
  5.000000D+01  6.870139D-03
  8.000000D+01  5.940000D-03
  9.000000D+01  5.410000D-03
  1.000000D+02  4.960000D-03
  2.000000D+02  2.680000D-03
  3.000000D+02  1.830000D-03
  4.000000D+02  1.390000D-03
  5.000000D+02  1.120000D-03
  1.000000D+03  5.699810D-04
 
 0 31 25
  1.468100D+01  0.000000D+00
  1.500000D+01  1.150330D-03
  1.600000D+01  3.878034D-03
  1.700000D+01  5.777586D-03
  1.800000D+01  8.096198D-03
  1.900000D+01  9.494578D-03
  2.000000D+01  9.839737D-03
  2.100000D+01  9.851431D-03
  2.200000D+01  9.816305D-03
  2.300000D+01  9.665771D-03
  2.400000D+01  9.321662D-03
  2.500000D+01  8.712344D-03
  3.000000D+01  5.427662D-03
